"9612","2","18/10/2021","2021","02.05","32","1","15.66","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","2","36.6","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","3","27.2","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","4","22.2","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","5","24.22","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","6","22.8","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","7","33.2","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","8","23.4","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","9","28.4","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","10","33.3","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","11","47.8","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","12","31.4","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","13","27","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","14","31.5","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","15","40.5","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","16","31.1","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","17","20.6","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","18","33.3","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","19","27.4","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","20","34.3","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","21","31.2","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","22","18.5","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","23","37.7","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","24","28.8","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","25","42.1","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","26","42.8","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","27","35.4","7","106","","",""
"9612","2","18/10/2021","2021","02.05","32","28","38.8","7","106","","",""
