"1186","4","20/05/2021","2021","04.03","9","14","8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","15","9.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","16","7.1","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","17","7.9","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","18","7.5","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","19","7.8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","20","8.8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","21","8.9","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","22","10.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","23","10","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","24","9.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","25","8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","26","9.1","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","27","8.5","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","28","8.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","29","9.8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","30","8.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","31","8.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","32","12.2","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","33","8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","34","10","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","35","11","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","36","7.7","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","37","8.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","38","8.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","39","7.5","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","40","9","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","41","7.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","42","10.9","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","43","7.2","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","44","7.1","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","45","7.8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","46","10.2","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","47","9.9","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","48","8.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","49","6.7","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","50","8.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","51","8.5","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","52","8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","53","9.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","54","8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","55","8.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","56","9.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","57","10.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","58","9.3","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","59","7.8","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","60","8.6","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","61","9.7","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","62","11.4","6","106","","",""
"1186","4","20/05/2021","2021","04.03","9","63","9.2","6","106","","",""
